Date,ADBE,ADSK,ANSS,CRM,CRWD,DDOG,INTU,MDB,MSFT,NOW,ORCL,PANW,SAP,SHOP,SNOW,TEAM
2021-12-22,563.97998046875,282.6099853515625,,250.16844177246094,207.60000610351562,179.67999267578125,616.6393432617188,551.52001953125,323.0020446777344,,85.25572204589844,92.45999908447266,130.37904357910156,138.56300354003906,358.1000061035156,388.04998779296875
2021-12-23,569.6199951171875,280.989990234375,,250.50489807128906,211.52000427246094,180.36000061035156,620.5930786132812,551.1099853515625,324.4465026855469,,85.12289428710938,93.62999725341797,131.01502990722656,143.93299865722656,349.2200012207031,387.9200134277344
2021-12-27,577.6799926757812,284.29998779296875,,255.61114501953125,209.63999938964844,183.47000122070312,637.2472534179688,559.1900024414062,331.9689636230469,,84.9521255493164,94.72333526611328,132.146728515625,140.0590057373047,351.989990234375,394.42999267578125
2021-12-28,569.3599853515625,282.7699890136719,,252.7908477783203,207.22999572753906,177.4199981689453,634.3285522460938,542.0800170898438,330.80560302734375,,84.10773468017578,94.11833190917969,132.3524932861328,137.56199645996094,340.17999267578125,388.6099853515625
2021-12-29,569.2899780273438,282.57000732421875,,251.89031982421875,206.8699951171875,179.7100067138672,632.6202392578125,538.010009765625,331.4842529296875,,83.69026947021484,93.93333435058594,130.9776153564453,139.20799255371094,344.2099914550781,382.7799987792969
2021-12-30,570.530029296875,281.7099914550781,,252.672119140625,208.9499969482422,178.92999267578125,628.0611572265625,532.3499755859375,328.9347229003906,,83.50051879882812,93.56999969482422,131.31431579589844,139.82400512695312,340.6300048828125,385.3599853515625
2021-12-31,567.0599975585938,281.19000244140625,,251.48458862304688,204.75,178.11000061035156,627.9244995117188,529.3499755859375,326.0265197753906,,82.74149322509766,92.7933349609375,131.0430908203125,137.73899841308594,338.75,381.2900085449219
2022-01-03,564.3699951171875,283.7200012207031,,252.80075073242188,198.3300018310547,163.8300018310547,616.4537963867188,487.55999755859375,324.50457763671875,,83.39615631103516,90.70166778564453,132.24960327148438,136.31399536132812,332.010009765625,350.4200134277344
2022-01-04,554.0,278.19000244140625,,245.64601135253906,189.19000244140625,157.75999450683594,603.6166381835938,465.3699951171875,318.9403381347656,,84.28797912597656,87.33333587646484,131.1927490234375,122.18599700927734,315.5299987792969,334.989990234375
2022-01-05,514.4299926757812,264.32000732421875,,225.30003356933594,179.2899932861328,145.52000427246094,579.58203125,428.7699890136719,306.69683837890625,,82.0299301147461,84.1433334350586,130.54739379882812,119.0009994506836,296.8699951171875,311.6400146484375
2022-01-06,514.1199951171875,264.1099853515625,,226.76461791992188,187.49000549316406,143.88999938964844,572.4459228515625,429.67999267578125,304.27337646484375,,82.22039794921875,88.8183364868164,128.125,116.89299774169922,297.0899963378906,313.75
2022-01-07,510.70001220703125,262.32000732421875,,225.933349609375,188.99000549316406,143.7899932861328,554.7069091796875,429.6300048828125,304.428466796875,,83.33457946777344,87.5816650390625,129.31280517578125,114.447998046875,299.67999267578125,303.7099914550781
